ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
ASNA,"Ascena Retail Group, Inc.",ASNA.1Q17,3500,3525,1Q17,2017/3F,17.8,06/09/2017,5,3/31/2017,0.05,0.09,0.11,0.437,4.26,0.304,1.83,0.433,4.21,-57.34665,-56.532066,-51.71504,14.22832,2.7653456,1.5499353,6.9,13.8,11.5,30.17678315,26.73914235,20.78662934,3.7,5.8,2.10,1.92,0.31622776,4802.9,6995.4,6593.196,0.103,0.166,0.103,-0.063,-71.575,-59.297,-53.265,-0.501011829,-0.402096894,0.128562119,0.45174009,0.18,102.19,57.09,-51.294,-56.548,37.27531283,6/8/2017,6/14/2017,6/2/2017,6/10/2016,5/12/2017,5/5/2017,3/10/2017
DECK,Deckers Outdoor Corporation,DECK.1Q17,2400,2440,1Q17,2016/4F,65.1,05/26/2017,5,3/31/2017,-0.06,-0.07,-0.06,3.815,59.73,3.829,59.01,3.752,53.57,12.032342,10.154939,1.9523144,14.000166,0.3451228,1.1939526,7.1,6.4,6.5,14.11114483,14.74545111,16.95441765,59.9,52.5,1.71,1.72,0.4696682,1817.05,1875.19,1778.4454,0.064,0.065,0.070,0.005,-1.968,9.810,0.758,0.116744405,0.085915528,-0.043017082,-0.167701001,-0.01,1.56,-12.46,-18.691,-8.354,-2.124575548,5/25/2017,5/31/2017,5/19/2017,5/27/2016,4/28/2017,4/21/2017,2/24/2017
ENDP,Endo International Plc,ENDP.1Q17,2300,2310,1Q17,2017/1F,115.9,05/09/2017,2,3/31/2017,1.10,1.10,1.34,3.577,11.16,3.572,11.65,4.329,12.01,-30.670107,-2.9975057,6.5386295,13.456202,4.080963,1.3783574,4.0,3.2,2.4,11.32054053,12.04908721,10.08067373,16.4,19.9,1.62,1.61,0.49761334,3268.71,4010.27,3538.0217,0.320,0.307,0.360,0.054,-44.126,-7.078,5.160,0.264366012,0.700398608,-0.060464886,0.122994437,0.01,40.56,21.80,-0.079,-17.936,8.239082084,5/8/2017,5/12/2017,5/2/2017,5/10/2016,4/11/2017,4/4/2017,2/7/2017
RRGB,"Red Robin Gourmet Burgers, Inc.",RRGB.1Q17,3400,3435,1Q17,2017/1F,16.8,05/17/2017,3,3/31/2017,0.60,0.57,1.21,2.876,58.45,2.924,58.6,3.012,47.75,19.941902,22.722507,-0.25532246,14.773822,1.9065499,2.3541093,18.9,11.0,9.6,32.90537373,28.66334166,18.89415075,62.0,59.7,1.70,1.70,0.4830459,1257.59,1296.44,1372.0714,0.049,0.050,0.063,0.013,5.168,20.816,-2.609,0.714987109,0.964508593,0.147995028,0.741564052,0.00,5.80,-3.69,5.848,-49.931,9.103237144,5/16/2017,5/22/2017,5/10/2017,5/18/2016,4/19/2017,4/12/2017,2/15/2017
XON,Intrexon Corporation,XON.1Q17,2300,2320,1Q17,2017/1F,28.4,05/11/2017,4,3/31/2017,-0.26,-0.24,-0.19,-0.805,19.82,-0.773,21.13,-0.700,21.65,-18.937004,-2.4018526,11.09358,13.24073,3.2218337,1.3509393,22.2,18.3,12.0,35.03395611,35.48602389,32.60502604,38.4,44.1,1.29,1.29,0.48795003,173.605,190.926,216.21486,-0.041,-0.037,-0.032,0.004,-32.178,-5.624,9.743,0.214694462,0.850098166,-0.012739319,0.074495572,0.00,81.87,14.75,8.889,36.889,24.54414331,5/10/2017,5/16/2017,5/4/2017,5/12/2016,4/13/2017,4/6/2017,2/9/2017
LZB,LaZBoy Incorporated,LZB.1Q17,1400,1420,1Q17,2016/4F,10.5,06/21/2017,3,3/31/2017,0.47,0.47,0.46,1.806,27,1.843,28.05,1.801,27.25,-1.2797117,2.935779,3.8888812,15.44875,3.8708925,3.5140038,2.8,3.7,2.9,2.343172343,2.105798639,2.834726731,34.0,34.0,1.60,1.60,0.5477226,1425.39,1525.39,1505.05,0.067,0.066,0.066,0.000,-16.728,-0.935,0.375,-0.246819743,-0.03263512,0.112723837,-0.173404506,0.00,21.21,0.00,0.000,1.622,5.588645914,6/20/2017,6/26/2017,6/14/2017,6/22/2016,5/24/2017,5/17/2017,3/22/2017
KTOS,"Kratos Defense & Security Solutions, Inc.",KTOS.1Q17,1300,1330,1Q17,2017/1F,13.2,05/05/2017,5,3/31/2017,-0.10,-0.13,-0.12,-0.061,7.78,0.000,7.62,-0.175,8.57,83.17757,-11.085176,-2.056557,14.898849,3.5226703,0.8963704,9.4,3.3,9.1,10.49522187,11.68665627,11.28090453,10.6,9.0,1.17,1.20,0.4082483,657.1,668.7,710.5,-0.008,0.000,-0.020,-0.020,68.279,-14.608,-2.953,1.813625598,0.032541243,-0.101948271,-0.069647133,-0.03,38.89,-14.96,-21.053,-18.367,8.126616953,5/4/2017,5/10/2017,4/28/2017,5/6/2016,4/7/2017,3/31/2017,2/3/2017
PEGA,Pegasystems Inc.,PEGA.1Q17,3300,3308,1Q17,2017/1F,12.5,05/11/2017,4,3/31/2017,0.22,0.23,0.23,1.059,43.85,1.081,46.25,1.130,40,69.649796,15.625,6.81293,13.24073,3.2218337,1.3509393,9.4,5.0,6.2,4.589965644,4.380705232,4.712568861,46.8,39.0,1.20,1.40,0.4472136,682.695,750.266,860.7686,0.024,0.023,0.028,0.005,56.409,12.403,5.462,0.892730465,0.507923301,0.047768658,-0.026016218,-0.20,1.19,-16.67,-4.348,-3.297,26.08391742,5/10/2017,5/16/2017,5/4/2017,5/12/2016,4/13/2017,4/6/2017,2/9/2017
SINA,SINA Corp.,SINA.1Q17,3300,3320,1Q17,2017/1F,48.3,05/16/2017,2,3/31/2017,0.16,0.20,0.20,2.770,66.55069,2.832,74.81877,2.368,70.38021,57.016193,6.306541,16.829956,14.938152,2.235806,1.7148376,0.9,1.0,1.0,1.498968276,1.195464093,0.805873271,86.9,82.3,1.22,1.31,0.3919117,880.669,1030.93,1373.9967,0.042,0.038,0.034,-0.004,42.078,4.071,15.115,-0.118504711,-0.091536031,0.253879799,0.86005459,-0.09,16.15,-5.31,-19.136,-18.801,56.01737997,5/15/2017,5/19/2017,5/9/2017,5/17/2016,4/18/2017,4/11/2017,2/14/2017
NPTN,NeoPhotonics Corporation,NPTN.1Q17,1300,1310,1Q17,2017/1F,12.5,05/05/2017,5,3/31/2017,-0.22,-0.22,0.05,0.115,9.01,0.147,7.76,0.725,11.24,-22.916662,-30.960852,-13.873476,14.898849,3.5226703,0.8963704,4.9,4.5,6.7,19.47782244,17.86503616,13.72176797,10.4,14.4,1.14,1.14,0.37796447,339.439,411.423,374.11813,0.013,0.019,0.064,0.046,-37.816,-34.484,-14.770,0.079000066,-0.269953618,0.090276127,0.419483443,0.00,34.39,37.67,0.000,-563.636,10.21660151,5/4/2017,5/10/2017,4/28/2017,5/6/2016,4/7/2017,3/31/2017,2/3/2017
BCR,"C. R. Bard, Inc.",BCR.1Q17,2300,2325,1Q17,2017/1F,136.9,04/24/2017,1,3/31/2017,2.65,2.65,2.61,11.954,248.54,12.005,251.28,11.485,231.29,21.190739,8.642828,0.23934841,12.572312,3.4329534,-1.0844469,2.2,2.8,2.6,1.616822959,1.959985866,1.610804725,247.8,240.6,1.64,1.61,0.47809145,3416,3714,3900.68,0.048,0.048,0.050,0.002,8.618,5.210,1.324,-0.212024567,-0.148773677,-0.175084378,0.003736166,0.03,-1.37,-2.91,0.232,1.670,14.18852459,4/21/2017,4/27/2017,4/17/2017,4/25/2016,3/27/2017,3/20/2017,1/23/2017
GES,"Guess?, Inc.",GES.1Q17,2400,2440,1Q17,2017/1F,20.5,05/25/2017,4,3/31/2017,-0.31,-0.32,-0.13,0.364,11.15,0.382,9.7,0.695,12.49,-26.8714,-22.337872,-15.871638,14.852428,-0.2030313,0.19956827,10.5,3.4,7.8,18.25359332,19.35208317,18.5774912,12.0,16.3,1.88,1.67,0.35355338,2204.31,2209.36,2251.15,0.033,0.039,0.056,0.016,-41.724,-22.135,-16.071,2.132683541,0.35350358,-0.056763391,-0.017434964,0.21,23.37,36.21,-0.529,136.478,2.124927982,5/24/2017,5/30/2017,5/18/2017,5/26/2016,4/27/2017,4/20/2017,2/23/2017
IRBT,iRobot Corporation,IRBT.1Q17,1400,1425,1Q17,2017/1F,32.8,04/26/2017,3,3/31/2017,0.29,0.32,0.22,1.769,66.14,1.816,67.24,1.794,62.22,71.119896,8.068144,11.638713,13.013876,1.4548182,-0.29871464,9.0,9.3,10.6,16.54913085,15.76529374,14.98972704,55.8,50.5,1.89,1.78,0.78173596,616.778,660.604,777.95825,0.027,0.027,0.029,0.002,58.106,6.613,11.937,-0.031080418,-0.151516024,0.049719157,0.104031501,0.11,-16.96,-9.55,-11.284,27.885,26.13261984,4/25/2017,5/1/2017,4/19/2017,4/27/2016,3/29/2017,3/22/2017,1/25/2017
LITE,"Lumentum Holdings, Inc.",LITE.1Q17,1300,1320,1Q17,2017/3F,71.8,05/04/2017,4,3/31/2017,0.49,0.50,0.47,2.500,53.35,2.613,43.8,2.223,37.85,98.70235,15.71995,-18.435759,15.387476,4.6397924,0.9858489,2.4,2.3,3.8,7.432730873,8.951510658,5.908509298,50.1,45.1,1.53,1.50,0.74322337,834.5621,903,1052.6167,0.047,0.060,0.059,-0.001,83.315,11.080,-19.422,0.042666245,-0.36051319,-0.169667427,0.257970581,0.03,14.40,-10.00,-2.965,3.862,26.1280257,5/3/2017,5/9/2017,4/27/2017,5/5/2016,4/6/2017,3/30/2017,2/2/2017
PSTG,"Pure Storage, Inc. Class A",PSTG.1Q17,1300,1345,1Q17,2017/1F,19.4,05/25/2017,4,3/31/2017,-0.23,-0.22,-0.19,-0.285,9.83,-0.252,10.32,-0.376,11.72,-15.650082,-11.945396,-0.193429,14.852428,-0.2030313,0.19956827,15.9,13.3,7.6,19.37973089,19.65153215,22.66443152,14.6,16.9,1.40,1.38,0.47871354,440.333,727.977,990.965,-0.029,-0.024,-0.032,-0.008,-30.503,-11.742,-0.393,0.197504108,1.10164841,-0.013831047,-0.144927554,0.02,41.43,16.01,6.231,20.880,125.048997,5/24/2017,5/30/2017,5/18/2017,5/26/2016,4/27/2017,4/20/2017,2/23/2017
TWTR,"Twitter, Inc.",TWTR.1Q17,3300,3320,1Q17,2017/1F,289.7,04/26/2017,3,3/31/2017,0.02,0.01,0.14,0.322,14.95,0.346,14.54,0.613,16.73,1.2113094,-13.090253,-2.9372454,13.013876,1.4548182,-0.29871464,5.4,4.2,2.5,11.38031589,10.67206268,7.282313985,14.6,16.6,2.21,2.06,0.61106443,2218.03,2529.61,2382.822,0.022,0.024,0.037,0.013,-11.803,-14.545,-2.639,0.282422826,1.145368176,0.066365165,0.562733481,0.15,0.17,13.83,29.326,-88.531,7.429656046,4/25/2017,5/1/2017,4/19/2017,4/27/2016,3/29/2017,3/22/2017,1/25/2017
SNBR,Sleep Number Corporation,SNBR.1Q17,1400,1420,1Q17,2017/1F,19.4,04/20/2017,4,3/31/2017,0.43,0.41,0.41,1.395,24.79,1.408,24.57,1.534,20.45,17.109144,20.146692,-0.0813365,12.632883,2.603364,-2.27592,8.7,6.0,10.0,16.0678769,16.57340937,11.19628335,21.6,22.0,1.94,1.83,0.6346478,1213.69,1311.29,1395.96,0.056,0.057,0.075,0.018,4.476,17.543,2.195,0.451211323,-0.128037445,-0.030502624,0.435108098,0.11,-12.20,1.99,4.679,4.318,15.01783816,4/19/2017,4/25/2017,4/13/2017,4/21/2016,3/23/2017,3/16/2017,1/19/2017
MELI,"MercadoLibre, Inc.",MELI.1Q17,3300,3320,1Q17,2017/1F,76.7,05/05/2017,5,3/31/2017,0.86,0.84,0.87,4.790,211.47,4.939,228.91,4.284,190.15,71.131775,20.383919,8.24703,14.898849,3.5226703,0.8963704,5.7,4.5,5.6,4.623302733,4.46188428,4.921204328,221.1,184.1,1.59,1.64,0.7122871,651.79,844.396,1174.2947,0.023,0.022,0.023,0.001,56.233,16.861,7.351,0.261510206,0.023511899,0.036177194,-0.060534287,-0.05,-3.43,-16.70,1.889,-0.831,80.16457755,5/4/2017,5/10/2017,4/28/2017,5/6/2016,4/7/2017,3/31/2017,2/3/2017
FEYE,"FireEye, Inc.",FEYE.1Q17,3300,3308,1Q17,2017/1F,71.1,05/03/2017,3,3/31/2017,-0.26,-0.26,-0.24,-0.378,12.61,-0.351,12.56,-0.424,13.15,-24.459547,-4.4866858,-1.5673995,15.030813,4.630065,1.2687087,4.2,4.2,5.5,21.39932752,17.79257442,15.60224222,13.5,16.2,1.74,1.77,0.44480273,622.967,714.114,724.9391,-0.030,-0.028,-0.032,-0.004,-39.490,-9.117,-2.836,-0.00725029,-0.231374026,0.202711143,0.371554628,-0.03,7.82,19.78,-0.350,8.283,16.36878037,5/2/2017,5/8/2017,4/26/2017,5/4/2016,4/5/2017,3/29/2017,2/1/2017
NYT,New York Times Company Class A,NYT.1Q17,3400,3420,1Q17,2017/1F,10.9,05/03/2017,3,3/31/2017,,0.07,0.11,0.557,14.4,0.559,14.85,0.574,13.55,16.788315,9.594095,2.7681708,15.030813,4.630065,1.2687087,5.4,3.6,8.4,2.958540843,3.043095906,3.445838746,12.0,12.3,2.17,2.00,0.4082483,1579.21,1555.34,,0.039,0.038,0.042,0.005,1.758,4.964,1.499,0.521442714,-0.349578901,-0.027785869,-0.14141634,0.17,-19.53,3.21,0.000,0.000,,5/2/2017,5/8/2017,4/26/2017,5/4/2016,4/5/2017,3/29/2017,2/1/2017
W,"Wayfair, Inc. Class A",W.1Q17,3500,3550,1Q17,2017/1F,43.1,05/09/2017,2,3/31/2017,-0.52,-0.58,-0.47,-1.437,40.49,-1.361,49,-1.252,42.59,13.695086,15.050483,18.6728,13.456202,4.080963,1.3783574,12.0,16.8,12.4,36.43089342,36.66783167,32.65878963,44.6,39.3,1.60,1.66,0.5026247,2249.88,3380.36,4237.1226,-0.035,-0.028,-0.029,-0.002,0.239,10.970,17.294,-0.281925666,-0.032861628,-0.006461747,0.115500416,-0.06,-9.04,-11.86,-10.268,10.227,88.32660409,5/8/2017,5/12/2017,5/2/2017,5/10/2016,4/11/2017,4/4/2017,2/7/2017
ZNGA,Zynga Inc. Class A,ZNGA.1Q17,3300,3320,1Q17,2017/1F,26.1,05/05/2017,5,3/31/2017,0.02,0.02,0.02,0.076,2.85,0.078,2.89,0.071,2.55,9.803926,13.333344,1.4035106,14.898849,3.5226703,0.8963704,2.3,2.8,3.4,2.481021244,2.671557896,3.887287036,3.4,3.3,1.70,1.76,0.6491753,699.955,754.533,795.6725,0.027,0.027,0.028,0.001,-5.095,9.811,0.507,-0.190105633,-0.321845905,-0.071320428,-0.361760215,-0.06,17.87,-4.52,-0.668,-12.363,13.67480767,5/4/2017,5/10/2017,4/28/2017,5/6/2016,4/7/2017,3/31/2017,2/3/2017
AMRX,"Amneal Pharmaceuticals, Inc. Class A",AMRX.1Q17,2300,2305,1Q17,2017/1F,24.3,05/10/2017,3,3/31/2017,0.11,0.13,0.27,0.820,12.65,0.839,13.025,1.471,13.35,-54.040928,-2.4344623,3.373015,14.031816,3.84624,1.5817046,5.2,1.8,3.5,12.01330109,7.250113124,5.808097733,11.9,18.5,2.00,1.84,0.6324555,860.469,824.429,810.59106,0.065,0.064,0.110,0.046,-68.073,-6.281,1.791,1.859403293,0.482730563,0.656981192,1.06837103,0.16,-8.64,55.18,-16.536,-58.763,-5.796599296,5/9/2017,5/15/2017,5/3/2017,5/11/2016,4/12/2017,4/5/2017,2/8/2017
MYGN,"Myriad Genetics, Inc.",MYGN.1Q17,2300,2320,1Q17,2017/3F,30.0,05/03/2017,3,3/31/2017,0.23,0.24,0.26,1.035,19.2,1.050,18.46,1.046,16.08,-45.492043,14.800989,-3.8541734,15.030813,4.630065,1.2687087,18.3,12.7,21.8,37.14737026,38.42992777,35.55942258,18.6,19.6,2.10,2.08,0.60356086,723.1,753.8,752.0911,0.054,0.057,0.065,0.008,-60.523,10.171,-5.123,0.434233613,-0.161174672,-0.033373924,0.044656172,0.02,0.96,5.02,-2.222,-10.014,4.009279491,5/2/2017,5/8/2017,4/26/2017,5/4/2016,4/5/2017,3/29/2017,2/1/2017
BBY,"Best Buy Co., Inc.",BBY.1Q17,3500,3535,1Q17,2017/1F,207.3,05/25/2017,4,3/31/2017,0.40,0.40,0.49,3.694,49.15,3.748,50.63,3.501,44.31,63.84976,14.263142,0.19791126,14.852428,-0.2030313,0.19956827,10.4,8.1,8.0,13.4227776,13.96705639,13.03614725,47.3,45.4,1.80,1.88,0.5925703,39528,39403,40018.867,0.075,0.074,0.079,0.005,48.997,14.466,-0.002,0.279235498,0.295242926,-0.038968754,0.02965833,-0.08,-6.60,-3.92,1.428,-17.945,1.241820988,5/24/2017,5/30/2017,5/18/2017,5/26/2016,4/27/2017,4/20/2017,2/23/2017
ADSK,"Autodesk, Inc.",ADSK.1Q17,3300,3310,1Q17,2017/1F,177.5,05/19/2017,5,3/31/2017,-0.23,-0.23,-0.13,-0.303,86.47,-0.113,95.39,-0.059,86.4,57.64371,10.405087,12.342477,14.998007,1.3810158,2.6367545,5.1,4.0,4.6,4.039742285,3.897540187,3.908416382,93.1,80.5,1.46,1.61,0.6380553,2504.1,2031,2037.2305,-0.004,-0.001,-0.001,0.000,42.646,9.024,9.706,0.294641881,0.107379032,0.036485088,0.033600796,-0.16,-2.40,-13.54,-0.816,76.383,-18.64420351,5/18/2017,5/24/2017,5/12/2017,5/20/2016,4/21/2017,4/14/2017,2/17/2017
PANW,"Palo Alto Networks, Inc.",PANW.1Q17,1300,1352,1Q17,2017/3F,283.5,06/01/2017,4,3/31/2017,0.55,0.55,0.55,2.964,112.68,3.065,117.64,2.919,116.49,-17.828465,0.9872079,6.9940925,13.725042,1.1641622,0.82143545,4.8,4.0,3.8,9.047813761,8.588106767,8.209528649,142.0,144.8,1.55,1.48,0.533911,928.052,1378.5,1721.228,0.026,0.026,0.025,-0.001,-31.554,-0.177,6.173,0.206811444,0.263059427,0.053528328,0.102111235,0.07,20.68,1.96,0.587,-0.081,85.46676264,5/31/2017,6/6/2017,5/25/2017,6/2/2016,5/4/2017,4/27/2017,3/2/2017
ARRY,Array BioPharma Inc.,ARRY.1Q17,2300,2320,1Q17,2017/3F,48.7,05/10/2017,3,3/31/2017,-0.12,-0.16,-0.18,-0.749,8.94,-0.755,7.73,-0.752,10.7,188.27583,-27.757008,-8.844334,14.031816,3.84624,1.5817046,8.0,3.5,3.8,11.74560024,10.90940345,9.97534879,11.4,11.9,1.11,1.22,0.33333334,51.909,137.879,148.699,-0.084,-0.098,-0.070,0.027,174.244,-31.603,-10.426,1.325141588,1.134111947,0.076649176,0.177462612,-0.11,47.15,4.40,-28.125,-36.890,186.460922,5/9/2017,5/15/2017,5/3/2017,5/11/2016,4/12/2017,4/5/2017,2/8/2017
