ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
DIN,"Dine Brands Global, Inc.",DIN.4Q17,3400,3435,4Q17,2017/4F,14.2,02/20/2018,2,12/31/2017,0.67,0.72,0.72,4.130,50.73,4.472,53.54,4.132,42.83,-11.555916,25.005829,4.3868184,19.376743,2.1006584,-4.214406,14.0,18.0,12.3,18.09167082,18.50977524,21.14429724,52.3,49.8,1.70,1.70,0.4472136,681.1,633.973,604.045,0.081,0.084,0.096,0.013,-30.933,22.905,8.601,-0.220641083,0.138164773,-0.022588304,-0.144371146,0.00,-2.41,-4.78,-7.548,-7.548,-11.31331669,2/19/2018,2/23/2018,2/13/2018,2/21/2017,1/23/2018,1/16/2018,11/21/2017
NTNX,"Nutanix, Inc. Class A",NTNX.4Q17,3300,3310,4Q17,2018/2F,120.6,03/02/2018,5,12/31/2017,-0.21,-0.21,-0.21,-0.500,35.28,-0.431,35.6,-0.548,36.06,35.91305,-1.2756586,7.9114795,15.346252,3.6393046,-4.3540897,1.8,3.8,2.8,7.092074634,7.720406436,12.29664499,40.2,37.9,1.43,1.40,0.65737575,444.922,766.869,1110,-0.014,-0.012,-0.015,-0.003,20.567,-4.915,12.266,-0.521248751,-0.353549627,-0.081385845,-0.42325125,0.03,12.98,-5.82,0.039,-0.719,149.4819317,3/1/2018,3/7/2018,2/23/2018,3/3/2017,2/2/2018,1/26/2018,12/1/2017
GRUB,"GrubHub, Inc.",GRUB.4Q17,3500,3550,4Q17,2017/4F,86.9,02/08/2018,4,12/31/2017,0.31,0.31,0.31,1.462,71.8,1.593,72.86,1.412,61.64,78.58639,18.202473,1.3633847,19.349611,9.005392,3.4005284,12.8,20.8,7.9,20.52826797,19.41863888,20.89383045,69.6,60.5,1.54,1.44,0.7059273,361.825,493.331,679.8319,0.020,0.022,0.023,0.001,59.237,9.197,-2.037,-0.382808402,0.624938941,0.057142475,-0.017496192,0.10,-4.44,-13.05,1.607,2.087,87.88969806,2/7/2018,2/13/2018,2/1/2018,2/9/2017,1/11/2018,1/4/2018,11/9/2017
VECO,Veeco Instruments Inc.,VECO.4Q17,1300,1355,4Q17,2017/4F,13.7,02/13/2018,2,12/31/2017,0.10,0.09,0.09,0.533,14.85,0.590,14.725,0.639,15.35,-38.89943,-4.071659,-7.9687476,18.137383,4.279554,-2.2174656,8.3,6.4,7.0,11.02109733,10.26842604,8.080872002,19.4,23.0,1.57,1.44,0.5345225,477.038,332.451,484.7408,0.036,0.040,0.042,0.002,-57.037,-8.351,-5.751,0.312734762,0.199773355,0.073299577,0.363850006,0.13,31.75,18.56,8.978,6.667,1.614714132,2/12/2018,2/16/2018,2/6/2018,2/14/2017,1/16/2018,1/9/2018,11/14/2017
TWLO,"Twilio, Inc. Class A",TWLO.4Q17,3300,3310,4Q17,2017/4F,49.0,02/14/2018,3,12/31/2017,-0.06,-0.06,-0.06,-0.099,23.6,-0.078,24.36,-0.115,25.29,-23.997604,-3.6773443,-4.992193,18.65599,4.3747306,-2.5297463,12.1,8.4,11.3,22.36618914,20.56164461,26.84594683,36.7,37.4,1.35,1.32,0.47366548,,277.335,387.54987,-0.004,-0.003,-0.005,-0.001,-42.654,-8.052,-2.462,0.440351031,0.070688333,0.087762655,-0.166869052,0.02,50.66,1.81,-3.750,-4.000,,2/13/2018,2/19/2018,2/7/2018,2/15/2017,1/17/2018,1/10/2018,11/15/2017
CMPR,Cimpress N.V.,CMPR.4Q17,3200,3215,4Q17,2018/2F,24.2,02/01/2018,4,12/31/2017,0.95,0.83,1.15,2.248,119.88,2.327,132.41,2.242,117.5,49.383747,12.6893635,10.766268,18.893791,9.875274,5.462837,42.9,32.2,32.3,17.10815793,17.8761236,22.34132882,116.0,111.5,2.25,2.00,0.9574271,1788.04,2135.4,2461.0632,0.019,0.018,0.019,0.002,30.490,2.814,5.303,0.332319438,0.330606071,-0.042960414,-0.234237226,0.25,-12.39,-3.88,14.458,-17.391,37.6402765,1/31/2018,2/6/2018,1/25/2018,2/2/2017,1/4/2018,12/28/2017,11/2/2017
WLL,Whiting Petroleum Corporation,WLL.4Q17,2100,2105,4Q17,2017/4F,130.8,02/22/2018,4,12/31/2017,-0.30,-0.31,-0.49,-1.439,26.48,-0.693,23.67,-1.804,23.12,-31.704039,2.378893,-22.035576,19.532764,4.828596,-2.4422348,2.8,3.6,3.1,16.39256226,16.09665547,19.43127694,34.8,34.4,1.74,1.81,0.5744727,2050.79,1284.98,1433.6934,-0.054,-0.029,-0.078,-0.049,-51.237,-2.450,-19.593,-0.227866625,-0.097296666,0.018383123,-0.156382655,-0.07,47.23,-1.23,-5.959,-39.696,-30.09067725,2/21/2018,2/27/2018,2/15/2018,2/23/2017,1/25/2018,1/18/2018,11/23/2017
VSTO,Vista Outdoor Inc,VSTO.4Q17,1400,1435,4Q17,2017/3F,21.8,02/08/2018,4,12/31/2017,0.07,0.06,0.18,0.766,14.57,0.790,15.2,1.025,13.25,-28.210026,14.716983,4.252398,19.349611,9.005392,3.4005284,14.5,15.5,13.9,17.30696507,15.62050555,17.37027513,14.0,18.5,2.00,2.00,0,2270.73,2546.89,2251.2,0.053,0.052,0.077,0.025,-47.560,5.712,0.852,-0.067409478,0.04622703,0.107964464,-0.003644736,0.00,-7.89,32.14,13.750,-64.138,-0.860075835,2/7/2018,2/13/2018,2/1/2018,2/9/2017,1/11/2018,1/4/2018,11/9/2017
TWTR,"Twitter, Inc.",TWTR.4Q17,3300,3320,4Q17,2017/4F,392.3,02/08/2018,4,12/31/2017,0.14,0.14,0.14,0.452,24.01,0.477,27.14,0.432,19.9,48.38513,36.381912,13.130474,19.349611,9.005392,3.4005284,1.3,1.8,1.5,6.334314725,5.79798794,6.332735894,21.1,18.3,2.04,2.19,0.6301177,2218.03,2529.61,2399.029,0.019,0.018,0.022,0.004,29.036,27.377,9.730,-0.267810946,-0.113642847,0.092502225,0.000249313,-0.15,-22.38,-13.06,-0.517,-1.437,8.160349499,2/7/2018,2/13/2018,2/1/2018,2/9/2017,1/11/2018,1/4/2018,11/9/2017
VEEV,Veeva Systems Inc Class A,VEEV.4Q17,3300,3310,4Q17,2017/4F,67.6,02/28/2018,3,12/31/2017,0.21,0.21,0.20,1.000,55.28,1.014,60.39,0.986,58.88,39.999996,2.5645375,1.9929051,17.161644,2.524209,-4.802579,4.0,5.3,4.5,3.103583912,3.538142836,4.85462287,67.6,67.2,1.27,1.47,0.4577377,409.221,544.043,680.38983,0.018,0.017,0.017,0.000,22.838,0.040,6.795,-0.250411564,-0.127494759,-0.122821193,-0.360695157,-0.20,11.96,-0.57,-1.658,4.512,66.26464184,2/27/2018,3/5/2018,2/21/2018,3/1/2017,1/31/2018,1/24/2018,11/29/2017
DDS,"Dillard's, Inc. Class A",DDS.4Q17,3500,3515,4Q17,2017/4F,34.6,02/27/2018,2,12/31/2017,1.77,1.70,1.56,3.607,60.05,4.344,68.59,3.595,57.45,22.083628,19.390762,-2.7781785,18.79009,3.064394,-4.40709,13.9,18.8,13.1,36.39510191,38.45699557,35.01031989,56.2,44.8,2.50,2.50,0.4472136,6754.5,6418,6356.075,0.060,0.063,0.063,-0.001,3.294,16.326,1.629,-0.263233828,0.056032944,-0.053615568,0.039553538,0.00,-18.06,-20.28,3.930,12.974,-5.898660152,2/26/2018,3/2/2018,2/20/2018,2/28/2017,1/30/2018,1/23/2018,11/28/2017
XON,Intrexon Corporation,XON.4Q17,2300,2320,4Q17,2017/4F,21.1,03/02/2018,5,12/31/2017,-0.32,-0.35,-0.32,-0.933,11.52,-0.849,13.29,-0.943,13.55,-44.589878,-1.9188225,-7.451254,15.346252,3.6393046,-4.3540897,8.6,15.3,13.8,35.66352519,37.58373051,33.91160087,33.3,33.3,1.33,1.33,0.5163978,173.605,190.926,204.36,-0.081,-0.064,-0.070,-0.006,-59.936,-5.558,-3.097,-0.43631708,-0.378932192,-0.051091398,0.051661504,0.00,150.82,0.00,-7.692,0.524,17.71550359,3/1/2018,3/7/2018,2/23/2018,3/3/2017,2/2/2018,1/26/2018,12/1/2017
SYNT,"Syntel, incorporated",SYNT.4Q17,3300,3308,4Q17,2017/4F,12.5,02/15/2018,4,12/31/2017,0.40,0.40,0.39,1.828,22.99,1.837,21.2,1.825,24.86,21.91069,-14.722443,-10.661602,18.529152,-0.3365636,-6.861663,9.5,12.6,3.3,10.57531453,11.37961174,11.85061993,23.4,23.7,2.08,1.83,0.51492864,968.612,966.55,896.9775,0.080,0.087,0.073,-0.013,3.382,-14.386,-3.800,-0.245493809,1.914242592,-0.070678792,-0.107615079,0.25,10.26,1.25,-0.621,1.617,-7.395582545,2/14/2018,2/20/2018,2/8/2018,2/16/2017,1/18/2018,1/11/2018,11/16/2017
FN,Fabrinet,FN.4Q17,1300,1310,4Q17,2018/2F,15.9,02/06/2018,2,12/31/2017,0.70,0.70,0.70,3.254,28.7,3.225,25,3.186,28.88,-31.761152,-13.434898,-14.089346,19.410587,8.778393,4.440713,7.9,7.9,9.6,9.704500695,9.530489441,8.062992349,40.2,42.7,1.17,1.17,0.4082483,976.747,1420.49,1379.13,0.113,0.129,0.110,-0.019,-51.172,-22.213,-18.530,0,-0.174523112,0.018258375,0.203585502,0.00,60.67,6.22,-0.758,-0.758,41.19623608,2/5/2018,2/9/2018,1/30/2018,2/7/2017,1/9/2018,1/2/2018,11/7/2017
UAA,"Under Armour, Inc. Class A",UAA.4Q17,2400,2440,4Q17,2017/4F,96.4,02/13/2018,2,12/31/2017,0.00,0.00,0.01,0.223,14.43,0.221,13.1,0.221,12.15,-36.534924,7.8189373,-13.302445,18.137383,4.279554,-2.2174656,8.2,8.5,5.6,30.61030065,28.05288472,29.17856598,13.4,12.9,2.11,2.14,0.6761234,3963.31,4828.18,4933.3027,0.015,0.017,0.018,0.001,-54.672,3.539,-11.085,-0.029952553,0.466177173,0.091164098,0.049068027,-0.03,1.92,-3.63,-139.959,-112.261,24.47430809,2/12/2018,2/16/2018,2/6/2018,2/14/2017,1/16/2018,1/9/2018,11/14/2017
QUOT,Quotient Technology Incorporated,QUOT.4Q17,3200,3210,4Q17,2017/4F,10.2,02/14/2018,3,12/31/2017,0.07,0.08,0.08,0.516,11.75,0.520,11.15,0.472,12.25,-8.914727,-8.979595,-7.0833387,18.65599,4.3747306,-2.5297463,16.1,10.0,8.3,6.589575749,7.140955426,4.60670992,18.5,19.3,1.00,1.00,0,237.309,275.19,321.533,0.044,0.047,0.039,-0.008,-27.571,-13.354,-4.554,0.611444342,0.953514545,-0.077213712,0.43042993,0.00,65.92,4.50,-14.634,-16.667,35.4912793,2/13/2018,2/19/2018,2/7/2018,2/15/2017,1/17/2018,1/10/2018,11/15/2017
INVA,"Innoviva, Inc.",INVA.4Q17,2300,2310,4Q17,2017/4F,12.3,02/09/2018,5,12/31/2017,,0.42,0.40,1.937,14.19,2.029,14.39,1.828,12.59,30.637909,14.297068,1.4094472,19.648743,6.787133,0.53783655,16.0,20.5,9.5,21.53909303,20.81077311,17.60267575,12.8,13.0,2.30,2.10,0.4472136,53.949,133.569,224.4615,0.137,0.141,0.145,0.004,10.989,7.510,0.872,-0.218496484,0.687849949,0.034997254,0.223626075,0.20,-11.05,1.56,0.000,0.000,316.0623923,2/8/2018,2/14/2018,2/2/2018,2/10/2017,1/12/2018,1/5/2018,11/10/2017
ARRY,Array BioPharma Inc.,ARRY.4Q17,2300,2320,4Q17,2018/2F,32.9,02/06/2018,2,12/31/2017,-0.22,-0.23,-0.23,-0.771,12.8,-0.750,14.76,-0.833,11.46,28.679966,28.795815,8.929884,19.410587,8.778393,4.440713,4.7,4.7,7.2,7.98043029,7.735143691,11.17851113,17.8,15.6,1.00,1.11,0,137.879,150.852,119.146,-0.060,-0.051,-0.073,-0.022,9.269,20.017,4.489,0,-0.341601243,0.031710671,-0.286091842,-0.11,20.45,-12.50,-4.508,-4.508,-13.58655053,2/5/2018,2/9/2018,1/30/2018,2/7/2017,1/9/2018,1/2/2018,11/7/2017
SABR,Sabre Corp.,SABR.4Q17,3300,3310,4Q17,2017/4F,36.4,02/14/2018,3,12/31/2017,0.27,0.28,0.28,1.393,20.5,1.376,19.38,1.386,18.46,-5.080831,4.983747,-5.0465465,18.65599,4.3747306,-2.5297463,13.5,11.3,12.9,12.54622387,11.44795755,11.57151143,22.3,23.3,1.62,1.43,0.68172103,2960.89,3373,3580.818,0.068,0.071,0.075,0.004,-23.737,0.609,-2.517,0.190934943,0.048219682,0.095935569,0.084233805,0.19,15.07,4.48,-2.084,-2.113,20.9372182,2/13/2018,2/19/2018,2/7/2018,2/15/2017,1/17/2018,1/10/2018,11/15/2017
ETSY,"Etsy, Inc.",ETSY.4Q17,3200,3205,4Q17,2017/4F,34.7,02/28/2018,3,12/31/2017,0.11,0.09,0.10,0.308,20.45,0.328,21.43,0.315,16.32,75.49112,31.311274,12.4934435,17.161644,2.524209,-4.802579,2.0,2.1,3.9,2.958472963,3.737714383,3.327982587,19.4,17.4,1.88,1.86,0.5276449,273.499,364.967,438.43475,0.015,0.015,0.019,0.004,58.329,28.787,17.296,-0.025599683,-0.487970674,-0.208480729,-0.111031117,0.01,-9.43,-10.22,15.179,11.207,60.30579636,2/27/2018,3/5/2018,2/21/2018,3/1/2017,1/31/2018,1/24/2018,11/29/2017
NFLX,"Netflix, Inc.",NFLX.4Q17,3400,3415,4Q17,2017/4F,"1,319.6",01/23/2018,2,12/31/2017,0.41,0.42,0.41,2.286,191.96,2.365,221.53,2.072,196.02,34.00899,13.013971,18.452572,16.995562,7.8817725,3.4646988,4.0,4.6,4.7,5.195439293,6.001114744,6.314829227,219.7,213.1,1.44,1.48,0.6051129,6779.51,8830.66,11683.813,0.012,0.011,0.011,0.000,17.013,5.132,14.988,-0.133066853,-0.153164475,-0.134254299,-0.177263691,-0.03,-0.85,-2.99,-1.131,-0.334,72.34008063,1/22/2018,1/26/2018,1/16/2018,1/24/2017,12/26/2017,12/19/2017,10/24/2017
PRGS,Progress Software Corporation,PRGS.4Q17,3300,3310,4Q17,2017/4F,13.8,01/11/2018,4,12/31/2017,0.60,0.60,0.60,1.894,42.57,1.894,43.19,1.867,40.8,28.954851,5.857837,4.753816,16.176712,6.6388607,3.1897306,2.1,1.4,1.3,1.156761674,0.858267003,1.498648339,41.7,39.3,1.75,1.75,0.5,412.406,407.355,397.9,0.044,0.044,0.046,0.002,12.778,-0.781,1.564,0.525380208,0.558031996,0.347787657,-0.228130013,0.00,-3.53,-5.60,-0.415,-0.415,-3.517407603,1/10/2018,1/16/2018,1/4/2018,1/12/2017,12/14/2017,12/7/2017,10/12/2017
NKTR,Nektar Therapeutics,NKTR.4Q17,2300,2320,4Q17,2017/4F,88.9,03/02/2018,5,12/31/2017,-0.38,-0.35,-0.34,-0.861,59.72,-0.802,89.6,-0.852,53.34,501.09286,67.979004,13.374662,15.346252,3.6393046,-4.3540897,3.9,7.3,3.3,6.554232914,6.536002555,6.636155907,79.8,41.7,1.13,1.13,0.35355338,230.784,165.436,248.67633,-0.014,-0.009,-0.016,-0.007,485.747,64.340,17.729,-0.469491489,0.1706735,0.002789221,-0.012344947,0.00,-10.90,-47.81,7.165,11.726,7.752846818,3/1/2018,3/7/2018,2/23/2018,3/3/2017,2/2/2018,1/26/2018,12/1/2017
SRPT,"Sarepta Therapeutics, Inc.",SRPT.4Q17,2300,2320,4Q17,2017/4F,96.8,03/02/2018,5,12/31/2017,-0.31,-0.30,-0.31,-0.852,55.64,-0.616,63.91,-0.683,55.25,83.541725,15.67421,-5.430603,15.346252,3.6393046,-4.3540897,5.8,8.7,8.4,15.29681301,17.85676741,18.76909532,73.9,70.1,1.08,1.08,0.25724787,1.253,5.421,154.19408,-0.015,-0.010,-0.012,-0.003,68.195,12.035,-1.077,-0.337225554,-0.313635816,-0.14336046,-0.184999982,0.00,15.61,-5.19,1.305,0.490,12205.99202,3/1/2018,3/7/2018,2/23/2018,3/3/2017,2/2/2018,1/26/2018,12/1/2017
GWW,"W.W. Grainger, Inc.",GWW.4Q17,3250,3255,4Q17,2017/4F,214.0,01/24/2018,3,12/31/2017,2.20,2.20,2.17,11.118,236.25,11.577,225.23,10.981,197.13,-6.3648224,14.254546,-2.472508,16.13704,9.399902,4.483843,12.7,12.0,12.4,13.5261189,14.4245075,19.03451698,211.7,192.2,2.13,2.16,0.53669685,9973.38,10137.2,10353.25,0.047,0.051,0.056,0.004,-22.502,4.855,-6.956,0.061071599,0.02381562,-0.062282099,-0.289389959,-0.04,-6.00,-9.20,0.094,1.518,3.80883913,1/23/2018,1/29/2018,1/17/2018,1/25/2017,12/27/2017,12/20/2017,10/25/2017
CHGG,"Chegg, Inc.",CHGG.4Q17,3200,3205,4Q17,2017/4F,14.4,02/13/2018,2,12/31/2017,0.13,0.13,0.13,0.445,16.32,0.463,16.26,0.421,14.31,102.624985,13.626838,-2.634734,18.137383,4.279554,-2.2174656,40.8,30.7,17.8,25.83976986,26.6435002,27.43304101,18.6,18.1,1.25,1.17,0.4249183,301.373,199.419,252.163,0.027,0.028,0.029,0.001,84.488,9.347,-0.417,0.327191256,1.290405494,-0.030166095,-0.058078547,0.08,14.39,-2.63,2.374,3.696,-16.32860276,2/12/2018,2/16/2018,2/6/2018,2/14/2017,1/16/2018,1/9/2018,11/14/2017
TWNK,"Hostess Brands, Inc. Class A",TWNK.4Q17,2400,2410,4Q17,2017/4F,19.0,03/01/2018,4,12/31/2017,0.14,0.14,0.14,0.696,14.81,0.677,12.58,0.683,14.06,-12.491989,-10.526318,-11.408448,17.88509,1.8196583,-4.789609,17.0,15.8,13.4,15.52409264,15.46276816,14.96724581,16.8,15.6,1.36,1.45,0.6741999,,727.586,773.51215,0.047,0.054,0.049,-0.005,-30.377,-12.346,-6.619,0.076031115,0.274765785,0.003965944,0.037204362,-0.09,33.69,-7.03,-1.374,-0.036,,2/28/2018,3/6/2018,2/22/2018,3/2/2017,2/1/2018,1/25/2018,11/30/2017
CNDT,"Conduent, Inc.",CNDT.4Q17,3200,3205,4Q17,2017/4F,35.4,02/21/2018,3,12/31/2017,0.25,0.24,0.24,0.976,16.16,0.998,15.9,0.960,15.41,2.5030613,3.1797528,-5.581951,19.431067,3.6015153,-3.77298,3.6,4.6,2.7,4.369996436,4.56172017,3.915324899,19.2,19.4,1.63,1.63,0.51754916,,6408,6010.186,0.060,0.063,0.062,0.000,-16.928,-0.422,-1.809,-0.224132055,0.308483034,-0.042028824,0.116126132,0.00,20.84,0.74,5.161,4.226,,2/20/2018,2/26/2018,2/14/2018,2/22/2017,1/24/2018,1/17/2018,11/22/2017
