ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
IT,"Gartner, Inc.",IT.1Q14,3200,3205,1Q14,2014/1F,51.1,05/01/2014,4,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.37,0.37,0.48,27.62,15.73,-2.27,2.343,69.44,2.372,67.03,2.407,70.32,24.5232,-4.6786127,-0.81385374,18.803322,4.5147657,1.4978528,4.3,4.2,4.8,2.273254054,2.907200606,2.332892622,72.0,72.7,1.54,1.50,0.49810246,1615.8,1784.21,1964.1672,0.034,0.035,0.034,-0.001,5.720,-9.193,-2.312,0.015320103,-0.107287432,-0.218060821,-0.025564215,0.04,7.41,0.97,-0.270,-22.105,21.56004456,4/30/2014,5/6/2014,4/24/2014,5/2/2013,4/3/2014,3/27/2014,1/30/2014
HLF,Herbalife Nutrition Ltd.,HLF.1Q14,3250,3260,1Q14,2014/1F,266.8,04/29/2014,2,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.65,0.65,0.70,52.92,-17.92,-27.23,3.142,28.635,3.170,29.165,2.973,31.27,46.562588,-6.731689,9.0076685,18.537785,4.719329,0.5875468,7.4,8.5,6.0,27.56427128,24.02156437,21.85003227,42.8,44.5,1.33,1.17,0.5163978,4072.33,4825.3,5303.95,0.110,0.109,0.095,-0.014,28.025,-11.451,8.420,-0.127545322,0.225384745,0.147480274,0.26152085,0.17,46.58,4.09,0.000,-7.948,30.24361975,4/28/2014,5/2/2014,4/22/2014,4/30/2013,4/1/2014,3/25/2014,1/28/2014
MPWR,"Monolithic Power Systems, Inc.",MPWR.1Q14,1300,1305,1Q14,2014/1F,23.0,04/25/2014,5,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.26,0.26,0.27,59.09,28.04,11.86,1.448,38.77,1.459,36.33,1.445,33.63,60.901608,8.028543,-4.0158453,17.842997,3.9620996,-0.3614366,6.8,8.7,8.2,6.993159108,6.792144945,7.428093473,40.0,34.6,1.35,1.38,0.47434166,213.813,238.091,270.0539,0.037,0.040,0.043,0.003,43.059,4.066,-3.654,-0.216623196,-0.166703245,0.029595093,-0.058552624,-0.02,10.10,-13.44,-0.475,-6.250,26.30377947,4/24/2014,4/30/2014,4/18/2014,4/26/2013,3/28/2014,3/21/2014,1/24/2014
NRF,NorthStar Realty Finance Corp.,NRF.1Q14,4800,4890,1Q14,2014/1F,49.7,05/09/2014,5,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.29,0.38,0.32,70.25,73.92,20.00,1.367,26.433199,1.367,26.318558,1.343,23.534391,48.481785,11.830198,1.967001,11.329484,4.582989,0.666368,1.8,3.1,6.7,6.882492357,6.828863706,2.445697197,30.6,25.1,1.00,1.00,0,555.24,634.774,698.623,0.052,0.052,0.057,0.005,37.152,7.247,1.301,-0.419279973,-0.732856777,0.007853232,1.814122846,0.00,16.37,-18.18,-23.404,-8.475,25.82360781,5/8/2014,5/14/2014,5/2/2014,5/10/2013,4/11/2014,4/4/2014,2/7/2014
WETF,"WisdomTree Investments, Inc.",WETF.1Q14,4800,4845,1Q14,2014/1F,39.2,05/02/2014,5,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.11,0.11,0.12,26.15,13.09,-25.92,0.533,13.12,0.535,10.97,0.544,14.11,6.523609,-22.253716,-15.224105,15.974617,4.2675495,0.15672445,3.4,4.1,2.0,13.71724961,14.33944994,7.710086679,15.7,17.2,1.55,1.64,0.6875517,84.798,149.468,181.09933,0.041,0.049,0.039,-0.010,-9.451,-26.521,-15.381,-0.163666772,0.697237543,-0.043390809,0.779130401,-0.09,42.81,9.57,-3.379,-7.241,113.5655676,5/1/2014,5/7/2014,4/25/2014,5/3/2013,4/4/2014,3/28/2014,1/31/2014
SLG,SL Green Realty Corp.,SLG.1Q14,4800,4890,1Q14,2014/1F,58.5,04/24/2014,4,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.38,0.33,0.36,16.85,13.26,8.92,1.575,100.62,1.547,101.49,1.477,93.93,11.347998,8.048546,3.4451127,17.040384,1.7471671,-0.6389022,9.9,8.2,6.7,5.197733551,4.941536267,5.123524137,101.1,98.8,1.78,1.75,0.42779264,1400.25,1469.07,1352.05,0.016,0.015,0.016,0.000,-5.692,6.301,4.084,0.205258938,0.479865003,0.051845675,0.014484057,0.03,-0.41,-2.20,16.468,6.833,-3.442242457,4/23/2014,4/29/2014,4/17/2014,4/25/2013,3/27/2014,3/20/2014,1/23/2014
SKX,"Skechers U.S.A., Inc. Class A",SKX.1Q14,2400,2440,1Q14,2014/1F,41.2,04/23/2014,3,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.11,0.11,0.10,72.77,17.45,10.29,0.645,12.18,0.646,11.66,0.594,9.18,52.858387,27.015245,-1.2979686,17.770458,0.69413185,-0.23112297,5.4,3.0,7.9,3.302829178,3.687912296,6.193106406,13.2,12.0,1.56,1.36,0.72886896,1560.32,1846.36,2092.973,0.053,0.055,0.065,0.009,35.088,26.321,-1.067,0.822022766,-0.319612641,-0.104417646,-0.466692648,0.21,12.92,-8.86,1.005,8.065,34.13742053,4/22/2014,4/28/2014,4/16/2014,4/24/2013,3/26/2014,3/19/2014,1/22/2014
BNNY,"Annie's, Inc.",BNNY.1Q14,2400,2410,1Q14,2013/4F,12.9,05/30/2014,5,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.34,0.34,0.34,5.04,-18.15,-6.62,1.128,40.19,1.130,32.87,1.111,37.48,-13.0043745,-12.299895,-7.225519,15.433729,1.818502,1.8978357,17.0,18.2,11.4,17.16655413,22.21813123,21.39965519,43.0,42.0,1.67,1.78,0.5163978,141.304,169.977,204.05,0.028,0.034,0.030,-0.005,-28.438,-14.118,-9.123,-0.066201611,0.48864749,-0.227362826,-0.197811648,-0.11,30.82,-2.33,-0.016,-0.208,44.40497084,5/29/2014,6/4/2014,5/23/2014,5/31/2013,5/2/2014,4/25/2014,2/28/2014
BIOS,"BioScrip, Inc.",BIOS.1Q14,3350,3355,1Q14,2014/1F,6.3,05/09/2014,5,3/31/2014,3/31/2013,9/30/2013,12/31/2013,-0.07,-0.06,0.02,-45.08,-20.50,-5.68,0.010,6.98,-0.026,7.18,0.187,8.39,-48.156185,-14.421934,1.4124274,11.329484,4.582989,0.666368,13.5,10.2,6.3,24.12210366,21.77923282,14.68079922,10.3,10.9,1.14,1.00,0.37796447,662.637,842.195,919.9415,0.001,-0.004,0.022,0.026,-59.486,-19.005,0.746,0.32994537,1.148320408,0.107573617,0.643105616,0.14,43.26,5.56,18.182,-506.250,38.83038526,5/8/2014,5/14/2014,5/2/2014,5/10/2013,4/11/2014,4/4/2014,2/7/2014
EA,Electronic Arts Inc.,EA.1Q14,1400,1435,1Q14,2013/4F,421.9,05/07/2014,3,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.11,0.11,0.10,63.90,13.54,26.46,1.530,29.01,1.563,28.3,1.500,26.16,30.612242,8.180428,-2.8492987,14.971805,7.3563695,-0.7153034,8.5,8.0,4.8,8.858386557,9.345569351,14.05354648,31.7,29.3,1.44,1.42,0.5066228,4186,3793,3923.372,0.053,0.055,0.057,0.002,15.640,0.824,-2.134,0.060356303,0.754037772,-0.052129814,-0.369668961,0.02,11.87,-7.50,6.408,10.131,-6.273960822,5/6/2014,5/12/2014,4/30/2014,5/8/2013,4/9/2014,4/2/2014,2/5/2014
RDEN,"Elizabeth Arden, Inc.",RDEN.1Q14,3500,3540,1Q14,2014/3F,6.2,05/13/2014,2,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.00,0.01,0.01,-26.68,-20.07,-16.76,1.646,29.51,1.669,34.72,1.603,26.35,-40.639664,31.76471,22.512352,11.81159,2.5127769,0.63967705,2.1,8.3,3.1,5.177707254,7.152757167,7.674358731,29.8,26.8,1.88,1.88,0.35355338,1238.27,1344.52,1293.56,0.056,0.048,0.061,0.013,-52.451,29.252,21.873,-0.741190314,-0.307698622,-0.276124279,-0.325323791,0.00,-14.07,-10.06,-130.000,-130.000,4.465100503,5/12/2014,5/16/2014,5/6/2014,5/14/2013,4/15/2014,4/8/2014,2/11/2014
SBGI,"Sinclair Broadcast Group, Inc. Class A",SBGI.1Q14,3400,3410,1Q14,2014/1F,63.5,05/07/2014,3,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.17,0.16,0.38,33.51,-19.18,-24.18,2.088,27.09,2.028,26.73,2.257,28.62,7.3773503,-6.6037774,-1.5832126,14.971805,7.3563695,-0.7153034,8.5,3.0,5.1,15.84538755,14.06883943,9.957288388,36.8,40.5,1.13,1.25,0.35355338,1061.67,1363.13,1983.4567,0.077,0.076,0.079,0.003,-7.594,-13.960,-0.868,1.824925884,0.649226636,0.126275386,0.591335606,-0.13,37.67,10.05,4.938,-55.263,86.82422033,5/6/2014,5/12/2014,4/30/2014,5/8/2013,4/9/2014,4/2/2014,2/5/2014
GWRE,"Guidewire Software, Inc.",GWRE.1Q14,3300,3308,1Q14,2014/3F,25.3,06/03/2014,2,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.02,0.03,0.03,27.60,4.12,-0.04,0.468,49.05,0.488,39.8,0.458,57.38,-1.953733,-30.637854,5.9637904,14.620924,1.5975595,1.8161058,3.6,7.0,9.0,6.390269007,4.075805098,4.422580709,57.2,57.2,1.33,1.50,0.5163978,232.061,300.649,344.0765,0.010,0.012,0.008,-0.004,-16.575,-32.235,4.148,-0.480260509,-0.600138148,0.567854412,0.444918573,-0.17,43.72,0.00,-9.055,-9.055,48.26985146,6/2/2014,6/6/2014,5/27/2014,6/4/2013,5/6/2014,4/29/2014,3/4/2014
DRE,Duke Realty Corporation,DRE.1Q14,4800,4890,1Q14,2014/1F,53.5,05/01/2014,4,3/31/2014,3/31/2013,9/30/2013,12/31/2013,-0.07,-0.07,-0.08,-0.59,9.33,12.23,-0.241,16.88,-0.218,17.37,-0.238,15.4,-5.2364883,12.792217,5.208969,18.803322,4.5147657,1.4978528,2.4,2.0,1.9,1.716397452,1.282146229,1.546313859,17.5,16.9,1.60,1.77,0.5411628,834.369,875.194,904.2498,-0.014,-0.013,-0.015,-0.003,-24.040,8.277,3.711,0.221315599,0.268860537,0.338690871,0.10999293,-0.17,0.71,-3.29,-2.313,-13.667,8.375287193,4/30/2014,5/6/2014,4/24/2014,5/2/2013,4/3/2014,3/27/2014,1/30/2014
MASI,Masimo Corporation,MASI.1Q14,2300,2325,1Q14,2014/1F,31.2,05/01/2014,4,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.28,0.29,0.33,39.19,2.52,-6.57,1.201,27.31,1.211,26.52,1.192,29.76,39.082752,-10.887098,-1.0816813,18.803322,4.5147657,1.4978528,12.7,5.4,11.4,8.778006002,8.504776555,7.978672777,28.8,28.3,1.72,1.75,0.5651942,493.233,547.245,578.8615,0.044,0.046,0.040,-0.006,20.279,-15.402,-2.580,1.329319396,0.111847574,0.032126587,0.100183733,-0.03,8.54,-1.74,-2.230,-13.993,17.36065916,4/30/2014,5/6/2014,4/24/2014,5/2/2013,4/3/2014,3/27/2014,1/30/2014
GEOS,Geospace Technologies Corporation,GEOS.1Q14,3100,3110,1Q14,2014/2F,4.9,05/08/2014,4,3/31/2014,3/31/2013,9/30/2013,12/31/2013,1.14,1.11,1.25,-38.69,-21.49,-30.08,5.698,66.17,5.733,57.62,5.971,69.96,-27.963526,-17.638653,-11.080254,12.960089,6.0256124,-0.5646527,16.7,7.7,14.9,22.32074439,19.93381611,19.83989415,88.3,92.8,1.30,1.42,0.4472136,191.664,300.607,276.577,0.086,0.099,0.085,-0.014,-40.924,-23.664,-10.516,1.164766831,0.125372544,0.119742666,0.125043522,-0.12,53.16,5.16,2.703,-8.800,44.30305117,5/7/2014,5/13/2014,5/1/2014,5/9/2013,4/10/2014,4/3/2014,2/6/2014
DLB,"Dolby Laboratories, Inc. Class A",DLB.1Q14,1300,1315,1Q14,2014/2F,22.4,04/30/2014,3,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.50,0.50,0.50,32.60,28.95,15.40,1.710,44.5,1.717,44.6,1.689,40.82,40.16906,9.260166,1.8962741,20.141388,5.5684447,1.148963,15.0,18.6,26.8,10.38156688,11.26886755,15.12508367,36.7,35.8,2.07,2.06,0.6074929,926.264,909.674,922.7947,0.038,0.038,0.041,0.003,20.028,3.692,0.747,-0.196706765,-0.441992047,-0.078739116,-0.31361921,0.01,-17.79,-2.27,0.000,-0.431,-0.374547645,4/29/2014,5/5/2014,4/23/2014,5/1/2013,4/2/2014,3/26/2014,1/29/2014
MANH,"Manhattan Associates, Inc.",MANH.1Q14,3300,3310,1Q14,2014/1F,29.8,04/23/2014,3,3/31/2014,3/31/2013,9/30/2013,12/31/2013,,0.21,0.22,88.61,46.80,19.27,1.047,35.03,1.052,33.34,1.009,33.91,104.31947,-1.6809165,-11.3297825,17.770458,0.69413185,-0.23112297,2.6,3.2,3.8,2.537494742,3.03021788,2.888729288,38.0,29.2,1.75,1.83,0.6454972,376.248,414.518,452.54333,0.030,0.032,0.030,-0.002,86.549,-2.375,-11.099,-0.185773682,-0.313981341,-0.162603205,-0.121587906,-0.08,13.98,-23.19,0.000,0.000,20.27793636,4/22/2014,4/28/2014,4/16/2014,4/24/2013,3/26/2014,3/19/2014,1/22/2014
PSA,Public Storage,PSA.1Q14,4800,4890,1Q14,2014/1F,153.8,05/02/2014,5,3/31/2014,3/31/2013,9/30/2013,12/31/2013,1.11,1.11,1.15,10.62,4.95,11.94,5.243,168.49,5.286,173.58,5.283,157.59,1.8440723,10.146582,3.3029795,15.974617,4.2675495,0.15672445,4.4,3.4,4.4,2.407380513,2.101397725,2.109604776,173.4,166.2,1.70,1.73,0.57124054,1826.72,1981.74,2167.564,0.031,0.030,0.034,0.003,-14.131,5.879,3.146,0.290820583,-0.00684741,0.145609174,0.141152381,-0.03,-0.08,-4.16,0.120,-4.078,18.65879828,5/1/2014,5/7/2014,4/25/2014,5/3/2013,4/4/2014,3/28/2014,1/31/2014
BSX,Boston Scientific Corporation,BSX.1Q14,2300,2325,1Q14,2014/1F,278.7,04/29/2014,2,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.11,0.11,0.12,73.11,15.16,12.48,0.531,13.52,0.537,13.75,0.528,13.28,81.84246,3.539157,3.695321,18.537785,4.719329,0.5875468,1.9,2.3,2.9,1.51626543,1.590555312,1.832479228,14.0,13.3,1.56,1.61,0.57695794,7249,7143,7421.951,0.039,0.039,0.040,0.001,63.305,-1.180,3.108,-0.195392014,-0.354340288,-0.046706884,-0.172560645,-0.05,2.16,-5.05,2.484,-9.518,2.385860119,4/28/2014,5/2/2014,4/22/2014,4/30/2013,4/1/2014,3/25/2014,1/28/2014
JW.A,"John Wiley & Sons, Inc. Class A",JW.A.1Q14,3400,3425,1Q14,2013/4F,13.6,06/17/2014,2,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.68,0.68,0.68,47.95,20.86,4.42,3.405,57.64,3.420,57.1,3.388,57.2,37.642014,-0.17482638,1.2231827,13.370121,3.784895,2.8704524,14.8,10.6,13.6,4.466681038,5.272288113,5.036536164,60.0,59.0,1.50,1.00,0.70710677,1782.74,1760.77,1763.415,0.059,0.060,0.059,-0.001,24.272,-3.960,-1.647,0.397357966,0.089470813,-0.152800275,-0.113144254,0.50,5.08,-1.67,0.000,0.000,-1.08400552,6/16/2014,6/20/2014,6/10/2014,6/18/2013,5/20/2014,5/13/2014,3/18/2014
BEE,"Strategic Hotels & Resorts, Inc.",BEE.1Q14,4800,4890,1Q14,2014/1F,15.3,05/08/2014,4,3/31/2014,3/31/2013,9/30/2013,12/31/2013,,0.21,-0.10,22.04,17.40,7.83,0.270,10.19,0.243,10.8,-0.012,9.1,23.910343,18.681313,4.9562693,12.960089,6.0256124,-0.5646527,1.8,2.6,2.5,2.298319712,2.139149179,1.21568555,10.8,10.2,1.56,1.50,0.46398038,808.317,900.013,958.4095,0.027,0.023,-0.001,-0.024,10.950,12.656,5.521,-0.306626818,-0.264846343,0.074408337,0.890554438,0.06,0.12,-5.78,0.000,0.000,18.56851953,5/7/2014,5/13/2014,5/1/2014,5/9/2013,4/10/2014,4/3/2014,2/6/2014
CALL,magicJack VocalTec Ltd.,CALL.1Q14,3300,3310,1Q14,2014/1F,7.4,05/13/2014,2,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.48,0.44,0.33,51.64,64.96,78.25,1.738,21.23,1.769,18.27,1.638,16.52,11.163055,10.593224,-11.994219,11.81159,2.5127769,0.63967705,9.3,4.4,15.1,43.53577806,37.06012314,44.32056125,24.0,18.5,1.50,1.00,0.70710677,158.362,143.492,157.449,0.082,0.097,0.099,0.002,-0.649,8.080,-12.634,1.098215419,-0.382015653,0.174733767,-0.017706978,0.50,31.36,-22.92,10.345,45.455,-0.576527197,5/12/2014,5/16/2014,5/6/2014,5/14/2013,4/15/2014,4/8/2014,2/11/2014
COTY,Coty Inc. Class A,COTY.1Q14,2400,2435,1Q14,2014/3F,20.1,05/14/2014,3,3/31/2014,3/31/2013,9/30/2013,12/31/2013,0.09,0.09,0.15,,-7.59,-1.77,0.832,14.98,0.842,15.88,0.828,13.42,,18.330849,3.6553502,12.423897,3.04147,0.10918379,12.8,9.4,8.3,12.38611417,11.95701444,14.02070024,16.1,16.2,1.58,1.65,0.51492864,,4649.1,4573.3975,0.056,0.053,0.062,0.009,,15.289,3.546,0.362785376,0.546065796,0.035886863,-0.116583768,-0.07,1.46,0.69,-4.100,-40.964,,5/13/2014,5/19/2014,5/7/2014,5/15/2013,4/16/2014,4/9/2014,2/12/2014
