ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
ESIO,"Electro Scientific Industries, Inc.",ESIO.2Q18,1300,1355,2Q18,2018/1F,12.9,08/02/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.87,0.85,0.82,91.38,-26.41,-18.42,2.208,15.77,2.241,17.3,2.181,17.84,68.55346,-3.0269086,8.736634,11.198378,7.9377294,4.3001413,9.0,10.2,8.9,24.85456973,22.50979814,15.75841071,32.3,33.3,1.00,1.00,0,161.023,367.884,321.55,0.140,0.130,0.122,-0.007,57.355,-10.965,4.436,-0.125783928,0.002707513,0.104166709,0.57722566,0.00,86.42,3.10,2.353,6.098,99.69196947,8/1/2018,8/7/2018,7/26/2018,8/3/2017,7/5/2018,6/28/2018,5/3/2018
HTZ,"Hertz Global Holdings, Inc.",HTZ.2Q18,4800,4830,2Q18,2018/2F,65.8,08/07/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.19,-0.25,-0.20,33.39,-30.59,-22.72,-0.479,15.34,-0.335,15.23,-0.339,18.01,8.193278,-15.435875,-1.3601065,13.33859,5.353892,3.5725713,6.7,5.6,9.8,30.42618133,26.33738849,24.59290914,20.0,19.9,2.11,2.11,0.78173596,8803,8803,9099.888,-0.031,-0.022,-0.019,0.003,-5.145,-20.790,-4.933,0.198631277,-0.31914225,0.155246707,0.237193255,0.00,31.32,-0.62,-25.372,-4.659,3.37257753,8/6/2018,8/10/2018,7/31/2018,8/8/2017,7/10/2018,7/3/2018,5/8/2018
CLDR,"Cloudera, Inc.",CLDR.2Q18,3300,3310,2Q18,2018/2F,44.0,09/06/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.15,-0.15,-0.14,-14.86,-17.43,-36.79,-0.520,13.64,-0.488,14.9,-0.531,16.03,-34.46987,-7.0492864,6.886661,16.185892,4.585314,2.606511,7.4,7.4,4.5,5.198454336,5.709266701,5.832513844,18.0,18.6,1.70,1.58,0.591608,261.01733,367.443,442.3465,-0.038,-0.033,-0.033,0.000,-50.656,-11.635,4.280,0,0.627300477,-0.089470748,-0.108711188,0.12,20.81,3.54,2.844,3.648,69.47016507,9/5/2018,9/11/2018,8/30/2018,9/7/2017,8/9/2018,8/2/2018,6/7/2018
AJRD,"Aerojet Rocketdyne Holdings, Inc.",AJRD.2Q18,1300,1330,2Q18,2018/2F,18.8,07/31/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.26,0.26,0.26,41.78,-5.48,5.43,1.090,29.49,1.142,29.05,1.086,27.94,24.482906,3.9727926,-1.3917148,9.933031,6.301117,3.316331,17.0,15.7,15.0,12.6641149,12.77020383,11.1105084,36.5,35.0,1.75,1.50,0.6454972,1761.3,1877.2,1937.56,0.037,0.039,0.039,0.000,14.550,-2.328,-4.708,0.083846094,0.130651968,-0.008307536,0.13983217,0.25,25.65,-4.11,2.265,1.282,10.00738091,7/30/2018,8/3/2018,7/24/2018,8/1/2017,7/3/2018,6/26/2018,5/1/2018
OKTA,"Okta, Inc. Class A",OKTA.2Q18,3300,3310,2Q18,2018/2F,111.6,09/07/2018,5,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.19,-0.19,-0.19,120.92,96.68,26.40,-0.473,50.37,-0.434,61.83,-0.494,51.28,85.18152,20.57333,16.814661,15.512943,4.2975783,2.2243142,5.4,4.0,3.8,5.208298148,7.725063052,7.157434956,61.3,59.6,1.15,1.25,0.37553382,160.2562,259.99,355.975,-0.009,-0.007,-0.010,-0.003,69.669,16.276,14.590,0.354728034,0.408052618,-0.32579215,-0.27232337,-0.10,-0.90,-2.80,-1.532,0.199,122.1286914,9/6/2018,9/12/2018,8/31/2018,9/8/2017,8/10/2018,8/3/2018,6/8/2018
SSD,"Simpson Manufacturing Co., Inc.",SSD.2Q18,1200,1230,2Q18,2018/2F,12.9,07/31/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.72,0.73,0.73,42.28,8.33,7.99,3.053,62.19,3.089,61.48,2.950,58.85,43.198193,4.4689894,-2.1330774,9.933031,6.301117,3.316331,8.2,13.8,9.8,5.011660676,5.200381232,4.8171414,65.5,65.0,1.63,1.63,0.47871354,860.661,977.025,1055.7,0.049,0.050,0.050,0.000,33.265,-1.832,-5.449,-0.40486643,-0.162673555,-0.036289754,0.040380645,0.00,6.54,-0.76,-1.370,-1.370,22.66153573,7/30/2018,8/3/2018,7/24/2018,8/1/2017,7/3/2018,6/26/2018,5/1/2018
AVAV,"AeroVironment, Inc.",AVAV.2Q18,1300,1330,2Q18,2018/1F,21.5,09/06/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,,0.28,-0.20,86.99,27.19,56.95,1.181,71.43,1.219,85.99,1.041,60.13,60.720097,43.006813,13.413345,16.185892,4.585314,2.606511,7.4,7.4,5.1,11.09493704,11.23637183,10.38544703,65.0,53.8,2.00,1.83,0,264.873,271.052,304.99966,0.017,0.014,0.017,0.003,44.534,38.421,10.807,0,0.45095829,-0.012587229,0.068315789,0.17,-24.41,-17.31,0.000,0.000,15.14939613,9/5/2018,9/11/2018,8/30/2018,9/7/2017,8/9/2018,8/2/2018,6/7/2018
TREX,"Trex Company, Inc.",TREX.2Q18,1100,1130,2Q18,2018/2F,21.6,07/31/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.67,0.65,0.64,85.01,15.49,15.09,2.259,62.59,2.282,66.21,2.183,53.15,68.493164,24.571955,4.63022,9.933031,6.301117,3.316331,5.3,5.3,4.6,3.676482232,3.871669974,2.52277523,60.0,57.7,1.50,1.67,0.5477226,479.616,565.153,655.0205,0.036,0.034,0.041,0.007,58.560,18.271,1.314,0.001443684,0.145771181,-0.050414354,0.457316604,-0.17,-9.38,-3.89,3.077,4.010,36.57186166,7/30/2018,8/3/2018,7/24/2018,8/1/2017,7/3/2018,6/26/2018,5/1/2018
TWLO,"Twilio, Inc. Class A",TWLO.2Q18,3300,3310,2Q18,2018/2F,113.8,08/07/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.06,-0.06,-0.06,92.44,137.37,46.73,-0.011,56.02,0.008,57.89,-0.057,44.35,74.776634,30.52988,3.062141,13.33859,5.353892,3.5725713,2.7,1.5,4.9,6.923039953,7.426006917,11.70411827,58.7,42.8,1.25,1.28,0.5490634,277.335,399.02,543.4184,0.000,0.000,-0.001,-0.001,61.438,25.176,-0.510,0.830087878,-0.442921959,-0.067730473,-0.408495387,-0.03,1.46,-27.05,0.826,-9.886,95.94295707,8/6/2018,8/10/2018,7/31/2018,8/8/2017,7/10/2018,7/3/2018,5/8/2018
DSW,DSW Inc. Class A,DSW.2Q18,3500,3525,2Q18,2018/2F,43.3,08/28/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.46,0.46,0.43,45.88,20.60,14.96,1.667,25.82,1.675,27.61,1.663,26.07,44.955097,5.907178,2.3350716,15.542054,6.395042,1.664722,8.6,5.1,7.2,11.57568978,12.29341713,13.28377515,24.9,22.9,1.88,1.81,0.5063697,2711.44,2799.79,2806.6726,0.065,0.061,0.064,0.003,29.413,-0.488,0.670,0.668487283,0.192863294,-0.058383063,-0.128584333,0.08,-9.78,-8.03,-0.849,8.312,3.512251792,8/27/2018,8/31/2018,8/21/2018,8/29/2017,7/31/2018,7/24/2018,5/29/2018
CLF,Cleveland-Cliffs Inc,CLF.2Q18,1100,1105,2Q18,2018/2F,75.2,07/20/2018,5,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.52,0.50,0.46,21.82,16.92,21.29,1.379,8.43,1.397,8.4,1.325,7.72,23.456787,8.8082905,-3.0023098,11.727667,5.039358,0.733459,4.5,4.1,3.7,13.51035073,14.53572314,15.72328649,9.9,9.3,1.33,1.50,0.49236596,2109,2330.2,2315.2312,0.164,0.166,0.172,0.005,11.729,3.769,-3.736,0.111205288,0.224170857,-0.070541548,-0.140742571,-0.17,17.86,-5.93,4.575,12.298,9.778624941,7/19/2018,7/25/2018,7/13/2018,7/21/2017,6/22/2018,6/15/2018,4/20/2018
MOH,"Molina Healthcare, Inc.",MOH.2Q18,3350,3355,2Q18,2018/2F,98.2,08/01/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,1.10,1.09,1.07,41.57,27.73,20.65,4.844,97.94,4.894,106.38,4.597,82.88,50.196255,28.354252,8.484602,9.982861,7.9098463,5.1374674,5.8,8.4,5.5,13.66576788,13.94255425,10.9141851,103.9,90.6,1.66,1.68,0.5390965,17711,19883,18725.158,0.049,0.046,0.055,0.009,40.213,20.444,3.347,-0.312667828,0.048760554,-0.019851913,0.252110693,-0.02,-2.30,-12.84,1.371,3.267,5.726147592,7/31/2018,8/6/2018,7/25/2018,8/2/2017,7/4/2018,6/27/2018,5/2/2018
FIVN,"Five9, Inc.",FIVN.2Q18,3300,3308,2Q18,2018/2F,21.4,08/07/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.03,0.04,0.04,60.64,38.95,16.05,0.350,34.57,0.362,31.9,0.329,31.68,67.191246,0.6944418,-9.45217,13.33859,5.353892,3.5725713,4.3,2.5,1.8,4.269639849,4.367631481,0.720442445,32.6,31.5,1.46,1.41,0.58225006,162.09,200.225,237.792,0.010,0.011,0.010,-0.001,53.853,-4.659,-13.025,0.715253135,1.349308419,-0.022435874,4.926413522,0.05,2.31,-3.48,-17.500,-17.500,46.70368314,8/6/2018,8/10/2018,7/31/2018,8/8/2017,7/10/2018,7/3/2018,5/8/2018
SEAS,"SeaWorld Entertainment, Inc.",SEAS.2Q18,3400,3430,2Q18,2018/2F,36.5,08/06/2018,1,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.31,0.28,0.28,34.11,60.80,47.13,0.491,21.82,0.496,21.18,0.383,15.85,61.7928,33.62776,-3.771013,12.726116,4.813993,2.577138,6.4,6.4,18.2,20.71227509,20.14185826,37.39395078,18.0,15.3,1.89,1.81,0.68440235,1344.29,1263.32,1313.21,0.022,0.023,0.024,0.001,49.067,28.814,-6.348,0,-0.648335405,0.028319971,-0.446106264,0.09,-15.23,-14.68,9.498,10.087,-2.312001131,8/3/2018,8/9/2018,7/30/2018,8/7/2017,7/9/2018,7/2/2018,5/7/2018
USNA,"USANA Health Sciences, Inc.",USNA.2Q18,2400,2435,2Q18,2018/2F,20.3,07/25/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,1.16,1.15,1.15,79.88,55.71,34.23,4.826,115.3,4.857,109.95,4.662,106.85,100.435165,2.901268,-7.293427,9.21464,6.737995,1.5657783,3.9,2.2,4.7,4.540753874,3.832453623,4.733191574,102.5,94.0,2.00,2.00,0,1006.08,1047.26,1162.76,0.042,0.044,0.044,-0.001,91.221,-3.837,-8.859,0.791616287,-0.175468245,0.184816392,-0.04065707,0.00,-6.78,-8.29,0.870,0.870,15.57331425,7/24/2018,7/30/2018,7/18/2018,7/26/2017,6/27/2018,6/20/2018,4/25/2018
CTL,"CenturyLink, Inc.",CTL.2Q18,4900,4910,2Q18,2018/2F,182.3,08/09/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.23,0.24,0.24,-21.94,11.75,13.45,1.003,18.64,1.007,18.73,0.990,19.4,-7.7490807,-3.4536064,-3.3539712,15.242374,3.8732648,3.09875,12.0,12.5,14.4,7.601857772,8.581205279,10.25311522,20.3,20.0,1.75,1.75,0.6386664,17470,17656,23664.8,0.054,0.054,0.051,-0.003,-22.991,-7.327,-6.453,-0.040892398,-0.169826087,-0.114127034,-0.258580675,0.00,8.29,-1.51,-6.245,-2.957,35.45964511,8/8/2018,8/14/2018,8/2/2018,8/10/2017,7/12/2018,7/5/2018,5/10/2018
