ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
COHR,"Coherent, Inc.",COHR.4Q16,1300,1315,4Q16,2017/1F,24.9,02/08/2017,3,12/31/2016,12/31/2015,6/30/2016,9/30/2016,1.81,1.84,1.78,111.00,49.69,24.29,8.586,137.385,8.714,158.02,7.367,120.35,84.714005,31.300377,11.556662,24.227356,5.84352,0.19284487,3.7,2.9,5.5,3.489950372,3.145271366,3.221170814,171.7,133.8,1.00,1.00,0,802.5,857.385,1474.6,0.062,0.055,0.061,0.006,60.487,25.457,11.364,0.260555144,-0.329552406,0.109586413,0.083441573,0.00,8.67,-22.06,-1.979,1.431,83.75077882,2/7/2017,2/13/2017,2/1/2017,2/10/2016,1/11/2017,1/4/2017,11/9/2016
STX,Seagate Technology PLC,STX.4Q16,1300,1345,4Q16,2017/2F,163.7,01/25/2017,3,12/31/2016,12/31/2015,6/30/2016,9/30/2016,1.10,1.08,1.05,4.12,56.69,-0.99,3.732,38.17,3.741,37.24,3.658,34.84,43.826485,6.88864,-4.2919517,20.796299,6.786895,0.20128489,10.1,11.8,7.1,12.08588635,12.69022205,11.06001688,39.6,38.5,1.85,1.84,0.49188492,13739,11160,10839.023,0.098,0.100,0.105,0.005,23.030,0.102,-4.493,-0.143953201,0.438064568,-0.047622153,0.092754783,0.00,6.32,-2.79,2.016,4.874,-21.10762792,1/24/2017,1/30/2017,1/18/2017,1/27/2016,12/28/2016,12/21/2016,10/26/2016
WNC,Wabash National Corporation,WNC.4Q16,1200,1220,4Q16,2016/4F,17.0,02/01/2017,3,12/31/2016,12/31/2015,6/30/2016,9/30/2016,0.39,0.38,0.38,33.73,24.57,11.10,1.305,15.82,1.332,17.67,1.328,10.8,46.188343,63.611115,11.623502,20.175802,10.307634,2.1641016,11.5,10.8,8.2,21.66099926,20.66400965,22.28339335,15.2,12.4,1.81,1.93,0.53033006,1863.31,2027.48,1833.36,0.083,0.075,0.123,0.048,26.013,53.303,9.459,0.060028401,0.404568517,0.048247636,-0.027930849,-0.12,-14.05,-18.64,4.242,4.003,-1.607354654,1/31/2017,2/6/2017,1/25/2017,2/3/2016,1/4/2017,12/28/2016,11/2/2016
RH,RH,RH.4Q16,3500,3540,4Q16,2016/4F,63.0,02/24/2017,5,12/31/2016,12/31/2015,6/30/2016,9/30/2016,0.65,0.66,1.09,-61.36,7.04,-11.22,1.922,30.7,1.975,26.82,2.233,36.48,-35.468708,-26.480263,-9.33063,18.834877,6.1023593,3.5099506,10.0,9.0,13.0,43.41939393,39.62814997,37.75214453,37.2,42.3,1.70,1.70,0.57124054,1867.42,2109,2132.9016,0.063,0.074,0.061,-0.012,-54.304,-32.583,-12.841,0.105583237,-0.234099129,0.095670476,0.150117284,0.00,38.70,13.73,-1.215,-40.325,14.2164912,2/23/2017,3/1/2017,2/17/2017,2/26/2016,1/27/2017,1/20/2017,11/25/2016
MDSO,"Medidata Solutions, Inc.",MDSO.4Q16,3300,3310,4Q16,2016/4F,26.6,02/09/2017,4,12/31/2016,12/31/2015,6/30/2016,9/30/2016,0.27,0.26,0.26,0.77,5.97,-10.92,1.226,49.67,1.244,48.34,1.198,52.99,58.52324,-8.775246,-6.751543,25.452496,5.6045175,0.4062295,12.6,15.0,5.6,8.619460152,7.219635619,6.859317008,59.4,58.8,1.40,1.40,0.6992059,335.071,392.506,463.226,0.025,0.026,0.023,-0.003,33.071,-14.380,-7.158,-0.16129782,1.252282384,0.1938913,0.256606181,0.00,22.97,-1.12,1.170,1.373,38.24711778,2/8/2017,2/14/2017,2/2/2017,2/11/2016,1/12/2017,1/5/2017,11/10/2016
AWI,"Armstrong World Industries, Inc.",AWI.4Q16,1200,1230,4Q16,2016/4F,22.5,02/27/2017,1,12/31/2016,12/31/2015,6/30/2016,9/30/2016,0.44,0.43,0.45,5.47,6.77,1.16,2.468,41.8,2.499,40.4,2.457,41.6,12.172127,-2.8846085,2.278483,18.98532,6.705439,3.7872195,9.2,16.4,6.9,10.4108205,11.91447258,11.17040507,43.5,43.5,1.77,1.73,0.59361684,2515.3,2420,1237.205,0.059,0.062,0.059,-0.003,-6.813,-9.590,-1.509,-0.440851939,0.320721533,-0.126203831,-0.067999734,0.04,7.79,-0.10,1.644,-1.556,-50.81282551,2/24/2017,3/2/2017,2/20/2017,2/29/2016,1/30/2017,1/23/2017,11/28/2016
HAS,"Hasbro, Inc.",HAS.4Q16,1400,1435,4Q16,2016/4F,118.3,02/06/2017,1,12/31/2016,12/31/2015,6/30/2016,9/30/2016,1.25,1.30,1.33,15.48,-7.38,-1.94,4.513,77.79,4.500,83.37,4.470,82.63,9.972036,0.8955598,7.1731567,23.650133,7.550347,1.731813,4.3,4.3,3.7,6.848390896,6.839382854,7.119362052,86.5,87.0,1.93,1.79,0.26726124,4277.2,4447.5,4899.1436,0.058,0.054,0.054,0.000,-13.678,-6.655,5.441,0,0.157721242,0.001317084,-0.038061157,0.14,3.70,0.63,-3.656,-5.635,14.54090527,2/3/2017,2/9/2017,1/30/2017,2/8/2016,1/9/2017,1/2/2017,11/7/2016
GOGO,Gogo Inc.,GOGO.4Q16,4900,4915,4Q16,2016/4F,11.7,02/27/2017,1,12/31/2016,12/31/2015,6/30/2016,9/30/2016,-0.44,-0.43,-0.46,-48.20,9.89,-16.49,-1.584,9.22,-1.556,9.22,-1.588,9.31,-15.533095,-0.9667039,5.1311255,18.98532,6.705439,3.7872195,25.7,19.3,32.4,39.98955302,38.26416892,40.97127667,11.5,11.0,1.50,1.57,0.75592893,408.491,500.888,589.175,-0.172,-0.169,-0.171,-0.002,-34.518,-7.672,1.344,0.327597216,-0.206380324,0.045091378,-0.023961266,-0.07,24.73,-4.35,2.232,-3.454,44.23206386,2/24/2017,3/2/2017,2/20/2017,2/29/2016,1/30/2017,1/23/2017,11/28/2016
DY,"Dycom Industries, Inc.",DY.4Q16,3100,3115,4Q16,2017/2F,69.0,03/01/2017,3,12/31/2016,12/31/2015,6/30/2016,9/30/2016,0.69,0.68,0.68,14.77,-10.55,-1.82,5.090,80.29,5.218,80.45,5.055,73.23,34.270798,9.859335,-1.2156248,15.686644,7.376361,2.6914954,17.0,12.6,4.2,28.68855202,27.70107326,22.90917017,101.1,101.7,1.11,1.11,0.33333334,2022.31,2672.54,2980.475,0.063,0.065,0.069,0.004,18.584,2.483,-3.907,0.348715134,3.032758402,0.035647672,0.252273732,0.00,25.72,0.56,0.976,0.976,47.37972912,2/28/2017,3/6/2017,2/22/2017,3/2/2016,2/1/2017,1/25/2017,11/30/2016
ANET,"Arista Networks, Inc.",ANET.4Q16,1300,1352,4Q16,2016/4F,60.7,02/17/2017,5,12/31/2016,12/31/2015,6/30/2016,9/30/2016,0.81,0.82,0.82,24.32,50.31,13.74,3.430,96.77,3.491,98.78,3.310,87.98,38.15385,12.2755165,-1.4859855,19.584442,6.2152267,1.8131971,4.3,9.6,12.8,9.401154094,10.93655685,12.4878708,97.0,87.4,1.48,1.47,0.63362277,584.106,837.591,1118.2323,0.035,0.035,0.038,0.002,18.569,6.060,-3.299,-0.552664106,-0.666288951,-0.140391786,-0.247177181,0.02,-1.76,-9.96,-0.641,-0.577,91.44338528,2/16/2017,2/22/2017,2/10/2017,2/19/2016,1/20/2017,1/13/2017,11/18/2016
SHLDQ,Sears Holdings Corporation,SHLDQ.4Q16,3500,3520,4Q16,2016/4F,11.6,03/09/2017,4,12/31/2016,12/31/2015,6/30/2016,9/30/2016,-2.85,-3.00,-2.91,-54.82,-31.74,-18.94,-12.239,9.29,-13.027,7.77,-12.122,12.76,-67.06302,-39.106583,17.72728,16.94534,5.553186,4.285288,10.6,9.8,31.9,24.3696424,22.15593173,21.33735183,4.0,,3.00,3.00,0,31198,25146,21977,-1.317,-1.677,-0.950,0.727,-84.008,-44.660,13.442,0.080537792,-0.667597421,0.099915034,0.142111851,0.00,-48.52,,-5.000,-2.062,-29.55638182,3/8/2017,3/14/2017,3/2/2017,3/10/2016,2/9/2017,2/2/2017,12/8/2016
SWKS,"Skyworks Solutions, Inc.",SWKS.4Q16,1300,1305,4Q16,2017/1F,172.4,01/20/2017,5,12/31/2016,12/31/2015,6/30/2016,9/30/2016,1.58,1.58,1.56,-2.82,17.98,-1.94,6.352,74.66,6.366,78.33,6.200,77.47,16.410564,1.1101127,1.97891,20.062996,6.8003654,0.7342458,8.7,7.0,4.0,6.687195726,6.343894966,6.17980979,84.3,83.2,1.50,1.48,0.6426846,3258.4,3289,3520.8933,0.085,0.081,0.080,-0.001,-3.652,-5.690,1.245,0.240925365,1.192425982,0.054115139,0.082103811,0.02,7.59,-1.30,-0.039,1.389,8.055895532,1/19/2017,1/25/2017,1/13/2017,1/22/2016,12/23/2016,12/16/2016,10/21/2016
NSP,"Insperity, Inc.",NSP.4Q16,3200,3235,4Q16,2016/4F,11.4,02/13/2017,1,12/31/2016,12/31/2015,6/30/2016,9/30/2016,,0.27,0.27,47.35,-8.13,-2.33,2.059,35.475,2.080,36.025,2.024,35.575,59.3503,1.2649298,1.9094825,23.35093,5.9842467,1.0645986,3.4,2.7,3.8,1.829412453,1.688425419,2.115976001,38.4,38.4,1.70,1.70,0.4472136,2357.78,2603.61,,0.058,0.058,0.057,-0.001,35.999,-4.719,0.845,0.225076943,-0.124824419,0.08350208,-0.135428544,0.00,6.52,0.00,0.000,0.000,,2/10/2017,2/16/2017,2/6/2017,2/15/2016,1/16/2017,1/9/2017,11/14/2016
STNG,Scorpio Tankers Inc.,STNG.4Q16,4600,4625,4Q16,2016/4F,12.5,02/13/2017,1,12/31/2016,12/31/2015,6/30/2016,9/30/2016,-2.10,-1.58,-1.36,-43.52,7.86,-2.16,3.047,45.300003,2.960,38,2.411,39.100002,-14.711356,-2.8133035,-18.62955,23.35093,5.9842467,1.0645986,4.2,8.4,6.3,10.4538863,9.509261283,10.9285928,56.0,56.9,1.50,1.53,0.57735026,335.274,755.711,515.3153,0.067,0.078,0.062,-0.016,-38.062,-8.798,-19.694,-0.494095562,-0.326649955,0.099337371,-0.043437111,-0.03,47.47,1.61,33.239,54.620,53.69975006,2/10/2017,2/16/2017,2/6/2017,2/15/2016,1/16/2017,1/9/2017,11/14/2016
